kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
32,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,11.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,INDUSTRI,23.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,JASA,7.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,4.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,34.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,15.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,7.0,UNIT,2021
32,JAWA BARAT,3213,KABUPATEN SUBANG,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AGRIBISNIS,1.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,7.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,4.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,INDUSTRI,8.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,21.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,1.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,31.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,15.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,17.0,UNIT,2021
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,1.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,1.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,1.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,14.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,7.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,INDUSTRI,13.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA,6.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,9.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,44.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,80.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,18.0,UNIT,2021
32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,5.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,1.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,3.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,1.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,15.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,47.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,INDUSTRI,1.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA,2.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,3.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,68.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,60.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AGRIBISNIS,7.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,30.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,47.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,2.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,2.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,3.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,73.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,52.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,1.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,23.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,13.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,4.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,2.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,2.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,68.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,54.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,5.0,UNIT,2021
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,0.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,BATIK,2.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,13.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,1.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,FASHION,8.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,8.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,JASA,3.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,51.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,KULINER,3.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,43.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,15.0,UNIT,2021
32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,5.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,1.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,18.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,15.274238227146816,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,8.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,5.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,7.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,3.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,28.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,148.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,10.0,UNIT,2021
32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,0.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,39.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,146.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,6.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,JASA,15.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,4.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,201.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,36.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,3.0,UNIT,2021
32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,1.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,12.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,15.274238227146816,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,2.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,FASHION,12.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,10.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,JASA,10.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,1.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,KULINER,2.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,148.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,13.0,UNIT,2021
32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,1.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,4.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,3.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,BATIK,3.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,11.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,15.274238227146814,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,FASHION,6.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,2.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,JASA,13.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,6.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,KULINER,19.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,36.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,11.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,15.274238227146816,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,2.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,FASHION,12.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,4.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,JASA,1.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,KULINER,101.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,21.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,1.0,UNIT,2021
32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,11.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,1.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,15.274238227146814,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,42.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,4.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,JASA,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,55.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,68.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,0.0,UNIT,2021
32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,0.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,2.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,22.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,15.274238227146816,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,2.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,22.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,2.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,1.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,0.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,40.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,21.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,2.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,2.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,0.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,8.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,1.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,3.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,FASHION,6.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,8.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,JASA,12.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,6.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,KULINER,40.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,36.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,9.0,UNIT,2021
32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1.0,UNIT,2021
