id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
272,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,0.0,UNIT,2020
273,32,JAWA BARAT,3271,KOTA BOGOR,BATIK,2.0,UNIT,2020
274,32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,0.0,UNIT,2020
275,32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,13.0,UNIT,2020
276,32,JAWA BARAT,3271,KOTA BOGOR,DEKORASI,1.0,UNIT,2020
277,32,JAWA BARAT,3271,KOTA BOGOR,MEBEL,,UNIT,2020
278,32,JAWA BARAT,3271,KOTA BOGOR,FASHION,8.0,UNIT,2020
279,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,8.0,UNIT,2020
280,32,JAWA BARAT,3271,KOTA BOGOR,JASA,3.0,UNIT,2020
281,32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,51.0,UNIT,2020
282,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,3.0,UNIT,2020
283,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,43.0,UNIT,2020
284,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,6.0,UNIT,2020
285,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,0.0,UNIT,2020
286,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,5.0,UNIT,2020
287,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,1.0,UNIT,2020
288,32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,0.0,UNIT,2020
289,32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,0.0,UNIT,2020
290,32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,18.0,UNIT,2020
291,32,JAWA BARAT,3272,KOTA SUKABUMI,DEKORASI,,UNIT,2020
292,32,JAWA BARAT,3272,KOTA SUKABUMI,MEBEL,,UNIT,2020
293,32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,8.0,UNIT,2020
294,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,5.0,UNIT,2020
295,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,7.0,UNIT,2020
296,32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,3.0,UNIT,2020
297,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,28.0,UNIT,2020
298,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,82.0,UNIT,2020
299,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,10.0,UNIT,2020
300,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,0.0,UNIT,2020
301,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,0.0,UNIT,2020
302,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1.0,UNIT,2020
303,32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,0.0,UNIT,2020
304,32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,0.0,UNIT,2020
305,32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,39.0,UNIT,2020
306,32,JAWA BARAT,3273,KOTA BANDUNG,DEKORASI,1.0,UNIT,2020
307,32,JAWA BARAT,3273,KOTA BANDUNG,MEBEL,,UNIT,2020
308,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,146.0,UNIT,2020
309,32,JAWA BARAT,3273,KOTA BANDUNG,INDUSTRI,6.0,UNIT,2020
310,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,15.0,UNIT,2020
311,32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,4.0,UNIT,2020
312,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,201.0,UNIT,2020
313,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,5.0,UNIT,2020
314,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,3.0,UNIT,2020
315,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,1.0,UNIT,2020
316,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,1.0,UNIT,2020
317,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,0.0,UNIT,2020
318,32,JAWA BARAT,3274,KOTA CIREBON,BATIK,2.0,UNIT,2020
319,32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,0.0,UNIT,2020
320,32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,12.0,UNIT,2020
321,32,JAWA BARAT,3274,KOTA CIREBON,DEKORASI,,UNIT,2020
322,32,JAWA BARAT,3274,KOTA CIREBON,MEBEL,2.0,UNIT,2020
323,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,12.0,UNIT,2020
324,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,10.0,UNIT,2020
325,32,JAWA BARAT,3274,KOTA CIREBON,JASA,6.0,UNIT,2020
326,32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,1.0,UNIT,2020
327,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,2.0,UNIT,2020
328,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,148.0,UNIT,2020
329,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,13.0,UNIT,2020
330,32,JAWA BARAT,3274,KOTA CIREBON,OBAT-OBATAN,1.0,UNIT,2020
331,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,4.0,UNIT,2020
332,32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,3.0,UNIT,2020
333,32,JAWA BARAT,3275,KOTA BEKASI,BATIK,2.0,UNIT,2020
334,32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,0.0,UNIT,2020
335,32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,11.0,UNIT,2020
336,32,JAWA BARAT,3275,KOTA BEKASI,DEKORASI,,UNIT,2020
337,32,JAWA BARAT,3275,KOTA BEKASI,MEBEL,,UNIT,2020
338,32,JAWA BARAT,3275,KOTA BEKASI,FASHION,12.0,UNIT,2020
339,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,2.0,UNIT,2020
340,32,JAWA BARAT,3275,KOTA BEKASI,JASA,13.0,UNIT,2020
341,32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,6.0,UNIT,2020
342,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,19.0,UNIT,2020
343,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,45.0,UNIT,2020
344,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,9.0,UNIT,2020
345,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,0.0,UNIT,2020
346,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,0.0,UNIT,2020
347,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,0.0,UNIT,2020
348,32,JAWA BARAT,3276,KOTA DEPOK,BATIK,0.0,UNIT,2020
349,32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,0.0,UNIT,2020
350,32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,11.0,UNIT,2020
351,32,JAWA BARAT,3276,KOTA DEPOK,DEKORASI,,UNIT,2020
352,32,JAWA BARAT,3276,KOTA DEPOK,MEBEL,,UNIT,2020
353,32,JAWA BARAT,3276,KOTA DEPOK,FASHION,8.0,UNIT,2020
354,32,JAWA BARAT,3276,KOTA DEPOK,INDUSTRI,4.0,UNIT,2020
355,32,JAWA BARAT,3276,KOTA DEPOK,JASA,1.0,UNIT,2020
356,32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,0.0,UNIT,2020
357,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,101.0,UNIT,2020
358,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,21.0,UNIT,2020
359,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,1.0,UNIT,2020
360,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,0.0,UNIT,2020
361,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,0.0,UNIT,2020
362,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,0.0,UNIT,2020
363,32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,0.0,UNIT,2020
364,32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,0.0,UNIT,2020
365,32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,18.0,UNIT,2020
366,32,JAWA BARAT,3277,KOTA CIMAHI,DEKORASI,,UNIT,2020
367,32,JAWA BARAT,3277,KOTA CIMAHI,MEBEL,,UNIT,2020
368,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,42.0,UNIT,2020
369,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,0.0,UNIT,2020
370,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,0.0,UNIT,2020
371,32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,0.0,UNIT,2020
372,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,55.0,UNIT,2020
373,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,68.0,UNIT,2020
374,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,0.0,UNIT,2020
375,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,1.0,UNIT,2020
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,2.0,UNIT,2020
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,0.0,UNIT,2020
378,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,0.0,UNIT,2020
379,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,0.0,UNIT,2020
380,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,22.0,UNIT,2020
381,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEKORASI,,UNIT,2020
382,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MEBEL,,UNIT,2020
383,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,22.0,UNIT,2020
384,32,JAWA BARAT,3278,KOTA TASIKMALAYA,INDUSTRI,2.0,UNIT,2020
385,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,1.0,UNIT,2020
386,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,36.0,UNIT,2020
387,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,40.0,UNIT,2020
388,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,55.0,UNIT,2020
389,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,9.0,UNIT,2020
390,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,2.0,UNIT,2020
391,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,2.0,UNIT,2020
392,32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,0.0,UNIT,2020
393,32,JAWA BARAT,3279,KOTA BANJAR,BATIK,0.0,UNIT,2020
394,32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,1.0,UNIT,2020
395,32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,8.0,UNIT,2020
396,32,JAWA BARAT,3279,KOTA BANJAR,DEKORASI,1.0,UNIT,2020
397,32,JAWA BARAT,3279,KOTA BANJAR,MEBEL,3.0,UNIT,2020
398,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,6.0,UNIT,2020
399,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,8.0,UNIT,2020
400,32,JAWA BARAT,3279,KOTA BANJAR,JASA,12.0,UNIT,2020
401,32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,4.0,UNIT,2020
402,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,48.0,UNIT,2020
403,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,36.0,UNIT,2020
404,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,10.0,UNIT,2020
405,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1.0,UNIT,2020
