kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_usaha,jumlah_umkm,satuan,tahun
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,14727.0,UNIT,2018
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,34296.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,658.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,658.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,94.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,23512.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,22948.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,14013.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,101196.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,74016.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,13731.0,UNIT,2018
32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,31977.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,927.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,927.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,132.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,33118.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,32323.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,19738.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,142541.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,104256.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,19341.0,UNIT,2018
32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,45041.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,680.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,680.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,97.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,24293.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,23710.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,14479.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,104559.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,76475.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,14187.0,UNIT,2018
32,JAWA BARAT,3205,KABUPATEN GARUT,JASA/LAINNYA,33039.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,494.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,494.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,71.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,17631.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,17207.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,10508.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,75882.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,55501.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,10296.0,UNIT,2018
32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA/LAINNYA,23978.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,367.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,367.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,52.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,13098.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,12784.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,7806.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,56374.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,41233.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,7649.0,UNIT,2018
32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA/LAINNYA,17813.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,249.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,249.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,36.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,8895.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,8682.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,5301.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,38284.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,28002.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,5195.0,UNIT,2018
32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA/LAINNYA,12097.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,663.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,663.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,95.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,23681.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,23112.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,14114.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,101921.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,74546.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,13829.0,UNIT,2018
32,JAWA BARAT,3209,KABUPATEN CIREBON,JASA/LAINNYA,32206.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,412.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BATIK,412.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BORDIR,59.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CRAFT,14703.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,14350.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONVEKSI,8763.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,63282.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,46286.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,8587.0,UNIT,2018
32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA/LAINNYA,19996.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,305.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BATIK,305.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BORDIR,44.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CRAFT,10894.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,10632.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONVEKSI,6493.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,46886.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,34293.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,6362.0,UNIT,2018
32,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA/LAINNYA,14815.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,501.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BATIK,501.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BORDIR,72.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CRAFT,17910.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,17480.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONVEKSI,10674.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,77083.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,56380.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,10459.0,UNIT,2018
32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA/LAINNYA,24357.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,446.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,BATIK,446.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,BORDIR,64.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,CRAFT,15916.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,15534.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,9486.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,68502.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,50103.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,9295.0,UNIT,2018
32,JAWA BARAT,3213,KABUPATEN SUBANG,JASA/LAINNYA,21646.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,229.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,229.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,33.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,8179.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,7983.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,4875.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,35202.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,25747.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,4776.0,UNIT,2018
32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA/LAINNYA,11123.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,613.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,613.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,88.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,21900.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,21374.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,13052.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,94256.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,68940.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,12789.0,UNIT,2018
32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA/LAINNYA,29783.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,606.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,606.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,87.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,21659.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,21139.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,12909.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,93221.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,68183.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,12649.0,UNIT,2018
32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA/LAINNYA,29456.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,410.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,410.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,59.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,14651.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,14300.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,8732.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,63059.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,46122.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,8556.0,UNIT,2018
32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA/LAINNYA,19926.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,158.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,158.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,23.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,5652.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,5517.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,3369.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,24327.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,17793.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,3301.0,UNIT,2018
32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA/LAINNYA,7687.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,227.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,BATIK,227.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,BORDIR,32.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,CRAFT,8100.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,FASHION,7906.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,4828.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,KULINER,34863.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,25499.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,4731.0,UNIT,2018
32,JAWA BARAT,3271,KOTA BOGOR,JASA/LAINNYA,11016.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,105.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,105.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,15.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,3748.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,3658.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,2234.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,16132.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,11799.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,2189.0,UNIT,2018
32,JAWA BARAT,3272,KOTA SUKABUMI,JASA/LAINNYA,5097.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,903.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,BATIK,903.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,129.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,32243.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,31469.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,19217.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,138773.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,101500.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,18830.0,UNIT,2018
32,JAWA BARAT,3273,KOTA BANDUNG,JASA/LAINNYA,43850.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,106.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,BATIK,106.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,BORDIR,15.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,CRAFT,3771.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,FASHION,3680.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,2247.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,KULINER,16230.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,11871.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,2202.0,UNIT,2018
32,JAWA BARAT,3274,KOTA CIREBON,JASA/LAINNYA,5128.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,533.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,BATIK,533.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,BORDIR,76.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,CRAFT,19036.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,FASHION,18579.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,11345.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,KULINER,81929.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,59924.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,11117.0,UNIT,2018
32,JAWA BARAT,3275,KOTA BEKASI,JASA/LAINNYA,25888.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,426.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,BATIK,426.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,BORDIR,61.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,CRAFT,15223.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,FASHION,14858.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,9073.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,KULINER,65521.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,47923.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,8890.0,UNIT,2018
32,JAWA BARAT,3276,KOTA DEPOK,JASA/LAINNYA,20704.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,149.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,BATIK,149.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,21.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,5335.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,5207.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,3180.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,22962.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,16795.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,3116.0,UNIT,2018
32,JAWA BARAT,3277,KOTA CIMAHI,JASA/LAINNYA,7256.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,239.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,239.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,34.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,8541.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,8336.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,5091.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,36762.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,26888.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,4988.0,UNIT,2018
32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA/LAINNYA,11616.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,68.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,BATIK,68.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,BORDIR,10.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,CRAFT,2428.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,FASHION,2369.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1447.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,KULINER,10449.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,7642.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,1418.0,UNIT,2018
32,JAWA BARAT,3279,KOTA BANJAR,JASA/LAINNYA,3302.0,UNIT,2018
32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,1045.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,1045.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,149.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,37335.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,36438.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,22251.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,160688.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,117529.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,21803.0,UNIT,2019
32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA/LAINNYA,50775.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,750.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,750.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,107.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,26778.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,26135.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,15960.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,115253.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,84297.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,15638.0,UNIT,2019
32,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,36418.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,699.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,699.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,100.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,24967.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,24368.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,14880.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,107458.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,78596.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,14581.0,UNIT,2019
32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,33955.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,985.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,985.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,141.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,35167.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,34323.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,20960.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,151360.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,110707.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,20538.0,UNIT,2019
32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,47828.0,UNIT,2019
32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,722.0,UNIT,2019
32,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,722.0,UNIT,2019
32,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,103.0,UNIT,2019
32,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,25796.0,UNIT,2019
